year,state,county,county_code,county_population,annual_adj_deaths,annual_crude_rate_10k,suppressed
2020,OK,Washita,40149,10830,88,81.25577100646352,FALSE
2020,OK,Washita,40149,10830,88,81.25577100646352,TRUE
2020,OK,Woods,40151,8687,59,67.91757799010016,TRUE
2020,OK,Woods,40151,8687,59,67.91757799010016,FALSE
2020,OK,Woodward,40153,19812,142,71.67373309105592,FALSE
2020,OK,Woodward,40153,19812,142,71.67373309105592,TRUE
2021,OK,Adair,40001,19414,128,65.93180179252086,FALSE
2021,OK,Adair,40001,19414,128,65.93180179252086,TRUE
2021,OK,Alfalfa,40003,5710,13,22.767075306479857,TRUE
2021,OK,Alfalfa,40003,5710,13,22.767075306479857,FALSE
2021,OK,Atoka,40005,14324,83,57.94470818207205,FALSE
2021,OK,Atoka,40005,14324,83,57.94470818207205,TRUE
2021,OK,Beaver,40007,4980,10,20.08032128514056,TRUE
2021,OK,Beckham,40009,22046,149,67.58595663612446,FALSE
2021,OK,Beckham,40009,22046,149,67.58595663612446,TRUE
2021,OK,Blaine,40011,8562,62,72.41298761971501,TRUE
2021,OK,Bryan,40013,47105,364,77.27417471605986,FALSE
2021,OK,Bryan,40013,47105,364,77.27417471605986,TRUE
2021,OK,Caddo,40015,26368,213,80.77973300970874,FALSE
2021,OK,Caddo,40015,26368,213,80.77973300970874,TRUE
2021,OK,Canadian,40017,161737,647,40.003215096112825,FALSE
2021,OK,Canadian,40017,161737,647,40.003215096112825,TRUE
2021,OK,Carter,40019,48291,381,78.89668882400447,FALSE
2021,OK,Carter,40019,48291,381,78.89668882400447,TRUE
2021,OK,Cherokee,40021,47627,285,59.84000671887795,FALSE
2021,OK,Cherokee,40021,47627,285,59.84000671887795,TRUE
2021,OK,Choctaw,40023,14307,124,86.67086041797721,TRUE
2021,OK,Choctaw,40023,14307,124,86.67086041797721,FALSE
2021,OK,Cimarron,40025,2248,1,4.448398576512456,TRUE
2021,OK,Cimarron,40025,2248,1,4.448398576512456,FALSE
2021,OK,Cleveland,40027,297597,1171,39.34851493798661,FALSE
2021,OK,Cleveland,40027,297597,1171,39.34851493798661,TRUE
2021,OK,Coal,40029,5276,32,60.65200909780136,TRUE
2021,OK,Comanche,40031,122063,634,51.94039143720865,FALSE
2021,OK,Comanche,40031,122063,634,51.94039143720865,TRUE
2021,OK,Cotton,40033,5480,18,32.846715328467155,TRUE
2021,OK,Craig,40035,14115,92,65.17888770811194,TRUE
2021,OK,Craig,40035,14115,92,65.17888770811194,FALSE
2021,OK,Creek,40037,72029,455,63.1690013744464,FALSE
2021,OK,Creek,40037,72029,455,63.1690013744464,TRUE
2021,OK,Custer,40039,28163,155,55.036750346198914,FALSE
2021,OK,Custer,40039,28163,155,55.036750346198914,TRUE
2021,OK,Delaware,40041,41000,325,79.26829268292683,FALSE
2021,OK,Delaware,40041,41000,325,79.26829268292683,TRUE
2021,OK,Dewey,40043,4417,34,76.97532261716097,TRUE
2021,OK,Ellis,40045,3762,23,61.13769271664009,TRUE
2021,OK,Ellis,40045,3762,23,61.13769271664009,FALSE
2021,OK,Garfield,40047,61926,436,70.40661434615508,FALSE
2021,OK,Garfield,40047,61926,436,70.40661434615508,TRUE
2021,OK,Garvin,40049,25804,195,75.56967911951635,FALSE
2021,OK,Garvin,40049,25804,195,75.56967911951635,TRUE
2021,OK,Grady,40051,55508,315,56.748576781725156,FALSE
2021,OK,Grady,40051,55508,315,56.748576781725156,TRUE
2021,OK,Grant,40053,4131,24,58.09731299927378,TRUE
2021,OK,Grant,40053,4131,24,58.09731299927378,FALSE
2021,OK,Greer,40055,5487,35,63.787133223983965,TRUE
2021,OK,Greer,40055,5487,35,63.787133223983965,FALSE
2021,OK,Harmon,40057,2418,8,33.085194375516956,TRUE
2021,OK,Harmon,40057,2418,8,33.085194375516956,FALSE
2021,OK,Harper,40059,3180,6,18.867924528301888,TRUE
2021,OK,Harper,40059,3180,6,18.867924528301888,FALSE
2021,OK,Haskell,40061,11602,62,53.43906223064989,TRUE
2021,OK,Hughes,40063,13405,90,67.1391271913465,TRUE
2021,OK,Hughes,40063,13405,90,67.1391271913465,FALSE
2021,OK,Jackson,40065,24777,150,60.54001695120475,TRUE
2021,OK,Jackson,40065,24777,150,60.54001695120475,FALSE
