year,state,county,county_code,annual_county_population,annual_all_deaths,annual_hospital_deaths,month,monthly_hospital_deaths,covid_monthly_hospital_deaths
2021,TX,Zapata,48505,13908,142,87,Oct,Suppressed,Suppressed
2021,TX,Zapata,48505,13908,142,87,Nov,Suppressed,0
2021,TX,Zapata,48505,13908,142,87,Dec,Suppressed,0
2021,TX,Zavala,48507,9534,151,99,Jan,14,Suppressed
2021,TX,Zavala,48507,9534,151,99,Feb,11,Suppressed
2021,TX,Zavala,48507,9534,151,99,Mar,Suppressed,Suppressed
2021,TX,Zavala,48507,9534,151,99,Apr,Suppressed,0
2021,TX,Zavala,48507,9534,151,99,May,Suppressed,0
2021,TX,Zavala,48507,9534,151,99,Jun,Suppressed,0
2021,TX,Zavala,48507,9534,151,99,Jul,Suppressed,Suppressed
2021,TX,Zavala,48507,9534,151,99,Aug,11,Suppressed
2021,TX,Zavala,48507,9534,151,99,Sep,13,Suppressed
2021,TX,Zavala,48507,9534,151,99,Oct,Suppressed,Suppressed
2021,TX,Zavala,48507,9534,151,99,Nov,Suppressed,Suppressed
2021,TX,Zavala,48507,9534,151,99,Dec,Suppressed,0
